Words,X,Y,Group,Value,Model
epigenetic,0.44659236,3.3502374,559,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dt,1.0539937,5.797121,559,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
protects,-12.15566,0.30296832,559,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
added,11.857168,-0.22868876,559,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mis,-0.9913646,4.9390163,560,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
republic,-6.687324,-4.9855833,560,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prioritization,-0.752009,3.2932951,560,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
indeed,5.538992,-0.58541185,560,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stiffness,0.8900232,0.6252768,560,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
introduced,0.9385795,-4.8182507,561,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prioritized,0.6209864,-1.8118955,561,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
h19,-1.7870489,-4.146001,561,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gonadotropin-releasing,-0.06518451,-0.3681624,561,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neonate,-3.844298,-3.7158337,561,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
toward,-2.475583,-6.5701036,562,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chains,8.576366,0.7339326,562,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
algorithms,-1.0002128,-1.4774717,562,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relies,6.3112597,-0.52657324,562,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
run,7.899189,7.7085834,562,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
test-negative,3.5369637,-5.111817,563,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
serologic,-7.786429,-3.4150827,563,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bradycardia,-5.951668,0.95488054,563,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
methylation,-8.709767,0.9671907,563,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transcriptomic,-1.1539923,-4.140346,563,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biopsy,-0.15071817,-5.539112,564,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
revealing,-2.2895482,1.1789603,564,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
potent,0.34607837,-4.255328,564,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
histologic,0.0037454646,-6.333333,564,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nsp3,3.5785983,6.0444756,564,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
orf1ab,3.5542367,6.055882,565,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
placental,-3.537906,-0.8628954,565,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
classic,-0.46127823,0.0038764477,565,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recommend,3.0892487,1.096745,565,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
obtain,5.2016335,7.800576,565,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lives,10.625529,4.8651257,566,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adjunctive,-11.97064,-2.1940002,566,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
intense,-3.0101779,-3.6686919,566,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regimens,4.750979,9.593465,566,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cross-sectional,7.749611,-9.166261,566,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
breakthrough,7.724836,-5.816992,567,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
appeared,-9.748413,2.7417328,567,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
agep,-6.404204,2.174159,567,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kawasakis,-8.062716,-2.627272,567,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
view,-7.5496163,-0.73030204,567,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seeking,-4.948202,-4.3000345,568,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infants,-5.5499873,2.8835874,568,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
uses,7.466854,3.6126568,568,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encountered,-9.320563,2.8847055,568,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scoring,-5.850957,-4.582014,568,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relevance,-1.68227,2.6200035,569,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
medicines,10.710555,5.191761,569,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
516,11.590027,-5.65422,569,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lungs,1.1880213,1.3997726,569,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
markedly,-1.3861719,5.0396876,569,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tube,-2.6301606,1.893721,570,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scovam,-12.022929,4.180701,570,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extraovarian,-5.366948,2.4807296,570,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
appear,-6.0368924,0.22911541,570,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consists,-8.8968315,-2.3932219,570,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
concluded,-2.4245148,-1.1601025,571,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hospitalisation,-6.4700913,-6.317687,571,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sars-cov-2-neutralizing,-9.033763,-3.8659225,571,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regular,13.554958,2.1892679,571,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
degree,-7.205622,-0.13623212,571,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
broadly,-1.6621503,4.3916397,572,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
validate,4.849381,1.0569518,572,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vital,4.723761,9.665328,572,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mmp2,-9.534139,0.7907283,572,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
subjected,2.2657607,5.888004,572,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
uptake,-1.8951178,-3.0324414,573,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
start,-10.693048,-1.7926874,573,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
matrices,4.2277613,8.906049,573,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
medium,3.416443,2.651481,573,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suggestions,8.2557335,-0.632618,573,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
july-august,-9.626833,5.119916,574,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometriums,-2.5353374,4.881424,574,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
laboratory-confirmed,-1.9616925,3.9845514,574,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fertilization,-6.909601,7.806151,574,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
postoperatively,-5.4634914,-2.3952417,574,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diabetes,-1.0701832,3.173276,575,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yield,3.083736,1.0652863,575,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccinology,10.330816,-1.5338167,575,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
outpatient,0.52169424,2.3694637,575,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
posed,10.143913,1.7554296,575,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proinflammatory,-5.2261395,7.1834764,576,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
esr1,-3.6318946,3.1048107,576,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
metaplasia,-0.77660465,2.1297414,576,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
donor,-7.278389,-2.098711,576,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imperative,-2.9153273,0.9438591,576,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ground,0.47516122,-2.65419,577,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunochromatography,2.210209,-4.997372,577,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ssrna,12.399742,0.96833986,577,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
limitation,8.0347,6.57796,577,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gaps,8.2655,1.0773396,577,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pelvis,0.5941462,-5.866021,578,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trajectory,-4.1835203,4.783065,578,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spot,-1.1241888,-1.5200783,578,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rt-ddpcr,-6.818757,-1.550087,578,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
posterior,-9.187523,2.6332376,578,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chinese,12.782321,1.0932133,579,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expand,0.99385375,4.2011147,579,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transmitted,8.456211,-6.749928,579,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prevented,6.064753,0.7633912,579,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
high-risk,5.5138826,-2.6977832,579,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chip,-1.3557216,1.8799477,580,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
explained,10.043876,-4.906303,580,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
periods,-1.683009,-5.879822,580,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surrounding,-2.7503924,1.9726121,580,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hundreds,1.2114519,-2.738904,580,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
planning,0.27279258,1.0346422,581,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bridging,-8.065648,-2.1621974,581,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thoracic,-12.911871,-1.4880627,581,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunogenic,-2.77464,1.8566433,581,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exact,11.542715,-5.9778214,581,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
injections,-2.389866,7.2701244,582,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
quickly,9.538032,3.923018,582,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
opn,-3.0312612,-3.4662108,582,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
depends,8.489851,3.0621345,582,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
affinity,-7.9964395,-5.660241,582,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contributed,6.7754564,1.8506687,583,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sequenced,7.7203145,-5.8378024,583,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
delineate,-3.0142417,-2.211401,583,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
boys,-6.651373,1.6766766,583,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
modalities,-7.932097,-0.21160191,583,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diarrhoea,-7.803575,-0.0012461687,584,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
survive,1.3832042,-7.905007,584,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cxcr4,-1.6353652,-0.18627685,584,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anemia,-7.227204,2.0452538,584,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trend,-5.460182,-1.8131605,584,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
statistics,9.679102,-2.6927044,585,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
saudi,-0.58952886,3.2157059,585,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promotes,-1.7215261,-1.4544761,585,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
difficulty,-6.090398,-1.9902731,585,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chance,0.876265,-3.3783076,585,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mda,-0.361844,-5.176578,586,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
experiencing,-3.0882006,2.707544,586,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
canada,-9.383737,5.091255,586,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
removed,0.10099446,3.1565373,586,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hla,-0.48551032,1.1733289,586,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mother,-2.48381,-1.2867831,587,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
skills,-10.923634,-0.30270478,587,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
swabbing,6.9349303,4.8893137,587,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
posts,-5.708531,7.1106977,587,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
relation,4.823822,1.5901486,587,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dsc,-7.351575,4.400476,588,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recombinant,13.578143,1.6476568,588,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
objectives,-3.8267417,2.8611104,588,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
electrochemical,7.3325214,3.9704232,588,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neurologic,-4.2419014,0.62760806,588,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lipid,-5.629397,-3.5284338,589,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
phylogenetic,6.4929647,-2.145651,589,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
keywords,-6.298491,5.2002454,589,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
doctors,-5.0674424,7.809774,589,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
completely,-1.9671323,-7.221688,589,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
peaks,-10.198097,-4.5965576,590,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
causative,9.599706,6.911516,590,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
population-based,4.5136023,2.507678,590,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infectivity,6.0051637,8.055087,590,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pibd,5.5584702,-0.9983045,590,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
highlighted,-4.5066953,-8.30554,591,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transcriptomes,-4.304347,-2.7249053,591,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1-3,7.180655,0.87476295,591,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
antalarmin,-2.5582342,10.597084,591,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mki67,-2.5237548,-9.809286,591,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
counts,8.28312,-3.4691346,592,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mtor,-2.4843445,-8.340339,592,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exhibits,3.1637926,0.814257,592,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
muscle,-3.4468346,0.75655377,592,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predominance,-8.835294,7.9126396,592,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mirna,-6.543985,5.0256433,593,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunocompetent,-1.0586958,7.4990087,593,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
secretion,0.46871972,-2.1908073,593,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
failed,-1.4359,2.4242666,593,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
btxa,-4.067787,2.66808,593,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
normalized,4.890074,-2.8234856,594,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
subtype,-7.239048,1.7792375,594,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
referral,0.5361834,-5.3625965,594,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
avidity,-5.944953,0.9011397,594,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
degrees,3.6640604,6.109783,594,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progestins,0.62304074,-0.5249457,595,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
project,-4.7545514,1.3007513,595,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2-4,-5.7264156,-1.056511,595,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contraceptives,-2.2679806,0.45313424,595,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
middle-income,-10.825257,0.105453365,595,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
secondly,-8.14933,5.566428,596,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
camps,-2.779328,6.2090592,596,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shedding,2.842104,-1.1310283,596,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wa1,-1.6042837,3.1885815,596,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tet2,-7.9110594,-2.0338252,596,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mimics,-2.1719277,5.1307087,597,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
october,-2.8363137,-2.7825496,597,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demonstrating,6.4090676,3.9618225,597,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infectiousness,1.5100434,8.040674,597,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
supported,5.160194,-6.3536754,597,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neutrophil,-2.9150019,-1.2108701,598,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
historical,5.15252,-6.3556337,598,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
determination,1.5089626,8.043096,598,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seroconverted,3.6697178,-5.652199,598,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fetus,-2.9005477,-3.8473554,598,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proven,-4.5686765,-0.6493759,599,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bard1,-7.3828597,-0.8105954,599,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
qualitative,4.997701,7.7686534,599,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
m2,-4.6999664,-1.1357763,599,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anxiety,-5.1263995,7.183066,599,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometria,-7.948422,1.3079144,600,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
psychiatric,-10.820243,2.2423742,600,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diaphragm,-1.6607857,-6.0346465,600,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hwjsc-cl,-7.142222,3.4054606,600,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demands,6.9751353,-10.4694605,600,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
excessive,-5.115604,5.741175,601,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometriosis-related,-0.16833751,8.909744,601,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hwjsc-cm,-5.1114063,-2.2681136,601,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paired,4.940755,5.6012526,601,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vtm,3.4823449,3.2653868,601,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multifocal,0.45057905,2.3332462,602,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
yielded,-9.860431,0.09526338,602,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
facilitating,2.2699568,6.097225,602,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trigger,-1.4106184,-3.4384587,602,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ez-sars-cov-2,-3.3092046,-3.602809,602,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genetically,0.9891629,0.88734305,603,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ffpe,0.83272374,-5.6477294,603,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
triptorelin,-11.558196,4.615364,603,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fatalities,6.4181957,1.7591914,603,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prescribed,10.233233,-6.6725907,603,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rational,1.477073,-1.1671696,604,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
propensity,-11.388857,-4.709755,604,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
race,8.263867,-9.883219,604,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ones,-11.936569,1.7117827,604,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suspicious,-6.3516507,0.056761965,604,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pro,-2.1748178,-0.07358432,605,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
79,2.20422,-4.3368826,605,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
observation,-4.2403927,-4.5129027,605,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
consisting,1.3490026,3.7130764,605,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
one-step,0.65541905,-1.2147645,605,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bcl2,-9.280008,-2.4270582,606,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
remote,3.0050292,-9.742832,606,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abnormality,-0.27744052,2.6673617,606,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rutin,-4.2866793,0.26643956,606,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
province,-5.5973153,-3.5620105,606,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expressing,-4.213717,0.9424228,607,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thirteen,-3.265857,2.6212277,607,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inversely,-1.6481906,-3.9409714,607,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
corresponding,-4.8936553,2.7012997,607,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stat6,-1.4370722,1.8518912,607,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prospective,5.0893097,0.55488956,608,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dataset,-1.0521005,9.448965,608,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
convolutional,-4.118471,-3.8254735,608,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
utilizing,4.9981923,7.6177306,608,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promoted,-0.32848677,-5.397768,608,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
financial,-4.4926033,-3.5184393,609,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
user,-9.456314,4.9329677,609,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
erythematous,-2.1885743,3.7022452,609,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
documentation,4.4421988,-3.3484874,609,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regardless,4.213073,-3.5968084,609,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
variations,3.1376991,0.06826181,610,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
protected,-1.4979694,1.0043633,610,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
