Words,X,Y,Z,Group,Value,Model
naked,-3.7796354,-0.98514766,2.0817204,809,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
caspase-9,0.47883987,2.8397136,-3.0843518,810,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
parp,5.5432,4.839862,-0.20927428,810,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
histopathological,-2.3976061,-2.8250728,-1.5105908,810,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ceroid,0.43291795,2.1274278,-2.4845324,810,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
analgesic,-2.3626862,3.8182545,-4.583627,810,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hgcs,3.6680129,3.3554587,-3.147926,811,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coding,-2.7068117,2.3100545,4.6158094,811,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anatomical,1.5419552,1.4585236,-3.9067805,811,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
iatrogenic,1.741018,4.510992,0.8487397,811,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
salpingitis,0.58721954,0.6862602,-2.3075104,811,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
menopausal,0.1580475,6.8193817,-2.140519,812,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ppi,-2.979452,1.7185657,-3.2968154,812,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deg,-0.20679852,-0.3183145,-2.5482433,812,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
degs,5.107573,2.9723685,-2.7624433,812,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mesh,-5.9131317,0.25296,-0.64385855,812,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ucc,-3.098959,2.1259105,-7.040994,813,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regulated,-1.1595463,6.5107355,-2.4807472,813,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vns,3.5336254,3.3299077,-6.66641,813,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
post-surgically,0.6773629,4.7987013,-1.7596743,813,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
5-point,2.377502,4.398229,-5.421584,813,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
likert,-5.387491,2.735284,-0.9917334,814,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
intu,2.7270033,2.8501782,0.48138964,814,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypoxia-upregulated,1.2702105,1.8081295,-3.5604644,814,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dormant,1.6333402,-1.0134037,-2.869838,814,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fossa,4.069783,3.2077038,-5.160476,814,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
non-endometriosis,6.287072,0.7564596,-0.89456314,815,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adrenal,-1.1836395,6.19883,-3.939396,815,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
graphical,0.2510782,1.7234377,0.070885934,815,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
leiomyomas,-1.2433472,-1.2376769,1.4576967,815,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ptrend,2.6051137,2.456687,-1.0500371,815,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
failures,-5.4857335,-4.9894605,-0.4044057,816,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mgcs,0.9532085,2.925985,-3.8828285,816,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mgc,0.7144741,-4.715334,-1.3070852,816,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fibrotic,4.761113,4.1139464,-2.0445218,816,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
single-port,-3.9954357,5.9423027,-0.66644984,816,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
surgeon,-2.4245899,2.1512492,-0.28749073,817,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometdb,0.5107183,-3.187302,1.7088279,817,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endometriotic-like,5.885183,2.2378702,-3.3925185,817,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
circular,3.5342562,2.0557303,-1.8782003,817,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
subgenomic,-2.8106973,2.319523,4.6625204,817,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mir-200a-3p,0.044626012,4.4455223,-1.7715418,818,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expert,3.2969074,2.0715716,-1.7548996,818,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
expectant,2.1595693,7.2503066,-6.1087203,818,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sma,-3.007721,4.1831527,1.3264151,818,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oecs,-1.8603379,-1.1440667,-2.8814836,818,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deregulated,-0.90184706,2.459473,-7.6802034,819,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eaocs,1.4387184,0.5154626,-8.276353,819,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
post-operative,3.6154594,6.65957,-3.943898,819,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
autophagy,-4.97895,1.3529334,-3.473217,819,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gcs,0.951095,5.48651,2.8421602,819,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
decidualization,-5.279965,2.8573093,-0.9785283,820,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
histopathology,0.6816495,-4.7161155,-3.0523536,820,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
look,2.195572,-2.7777748,-0.78215283,820,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recurrences,0.11999132,-1.0469252,-3.0562632,820,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progressively,-0.06335731,3.8503497,-4.279811,820,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exists,-2.2243357,-1.4879365,1.3946465,821,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shift,-1.2683216,-0.86745095,5.3453517,821,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heritability,0.29950824,4.3474684,-5.0632257,821,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fn1,-1.5849442,0.5355864,-2.2764914,821,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
greb1,2.7986333,1.7803502,-6.45412,821,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
snps,-1.1647519,6.651607,-5.263811,822,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
defective,-1.1273206,5.6553235,-2.8722036,822,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abnormally,0.6646563,5.627233,-4.5822444,822,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accumulation,-4.708697,1.7833846,-6.241414,822,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
epithelial-mesenchymal,1.3207866,1.372552,2.8157954,822,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
core,-2.7740147,7.633172,-2.6453502,823,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regarded,1.2427058,-0.61726624,-2.2764854,823,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thirty,6.2007313,-3.096793,-1.8425841,823,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
venepuncture,6.3304195,-2.443024,-1.112319,823,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
viewed,5.441062,3.2065587,0.54425186,823,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exploratory,-5.3020687,0.28372103,-1.8285973,824,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
desire,5.61371,0.81921655,-1.618661,824,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
secretory,6.899755,3.210813,0.5333106,824,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
agonist,0.51778305,-0.4956508,-6.950368,824,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vagina,-1.5188801,-1.5735518,-5.2808228,824,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ileal,-3.4454925,4.1182942,-3.712608,825,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
neurons,4.5661597,8.085894,-2.8105803,825,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infertile,-0.44027516,-1.833338,-0.36636597,825,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hour,0.120646246,2.2162366,7.704673,825,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mapping,-1.5976515,-1.7863119,0.6332722,825,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathologic,-2.2173684,6.2852526,-3.3339665,826,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simpler,-3.7848532,-1.1344504,6.014872,826,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hs,5.908396,0.072947696,-6.205194,826,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fortunately,-0.5037961,3.022949,-8.061971,826,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
equal,-1.277113,-0.87280893,5.3457937,826,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tracked,-5.91537,-0.59697104,1.4915612,827,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
donors,-5.919882,-0.586315,1.5084085,827,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunomodulation,2.9351652,3.4544673,-1.223874,827,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathophysiologic,5.8796496,3.5271976,-1.7163985,827,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diameter,1.9098788,2.7757256,-1.8765051,827,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aneurysms,4.7927327,1.6883214,-7.080319,828,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predictor,1.5185959,1.2421216,-7.179082,828,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
steroids,1.0908732,2.9570754,2.1356158,828,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathobiology,-0.12199054,1.2095647,-5.862445,828,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
responds,2.2998714,2.10671,-1.0175508,828,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bnp,-0.2380229,4.241615,-0.8190055,829,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
systolic,-0.12630656,5.847606,-5.7954555,829,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
manifested,2.9104726,3.0277174,-6.8561983,829,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
000,6.1465917,-2.5480976,-1.1586465,829,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cohens,6.1813293,-2.5710216,-1.2061105,829,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multifactorial,-0.5305699,4.574102,1.1960679,830,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
noncoding,2.883058,7.928976,-2.982962,830,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extl3,-1.797374,2.6616895,-6.8186307,830,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
colony,-0.1856022,3.459909,-1.3772041,830,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
2007,4.000756,1.6886098,-0.77052104,830,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overt,1.7984598,8.007654,-3.1302588,831,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
menses,4.2562027,4.1917014,0.5979979,831,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
survived,-0.75992054,-0.86318064,0.645325,831,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pregnancies,-2.0550969,0.30990756,-3.1264193,831,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
signals,-1.8174776,3.6864214,1.4306829,831,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
carcinogenesis,1.4531736,2.0169885,-6.454089,832,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gnrh,-2.5622308,2.0369196,-4.872123,832,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
modulating,4.763544,6.811862,-2.74917,832,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
milieu,-5.302762,-1.2615314,-1.8239003,832,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cheap,-0.083188094,2.3468254,7.5019493,832,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
weighed,2.2203007,4.902952,-0.8442554,833,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ipa,0.50717103,2.7240195,-0.41405904,833,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ontology,0.44786218,3.5326455,-8.468129,833,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kegg,1.4206905,0.6153187,1.3657744,833,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elucidating,-0.515481,-2.8533278,-5.3768873,833,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hypoxic,0.60811245,3.0657613,-1.1667254,834,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
brca1,-1.2694955,-4.220779,-0.65926844,834,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
maintenance,2.350596,4.289336,-3.7501185,834,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ages,1.9588121,3.5817602,0.24213795,834,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
empirical,7.678966,1.6250203,-1.3015286,834,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mmp-2,1.7183268,-0.9082503,-2.9618828,835,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
activator,-4.52713,-0.13649765,-2.501241,835,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
metalloproteinase,-1.8782014,0.91488886,-3.530434,835,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pgr,-0.1783027,-3.9390135,0.93569404,835,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strips,2.8270419,-2.1632807,2.7838,835,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adulthood,-0.5582783,-2.93001,-3.4688315,836,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
glutathione,-1.2880099,0.035011683,-6.940263,836,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kumar,0.19505621,2.3085148,7.745829,836,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dark,-1.4800366,0.62336034,-0.032051586,836,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
price,0.92537725,2.1774738,7.5991755,836,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kept,0.9401744,-1.0686958,0.7337361,837,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
meant,0.653469,2.1628814,7.648315,837,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accumulating,1.2882724,-0.24555549,-4.2299495,837,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
recruitment,-2.5810945,1.8306997,-5.1299844,837,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lost,0.6470333,2.1613917,7.649278,837,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
programmed,3.4694166,4.6201067,-4.289483,838,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bulk,-1.3306086,5.153153,2.5996928,838,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
steroidogenic,-4.6079736,0.1380929,-2.437792,838,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strip,0.7562476,0.9548994,7.8349204,838,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
receptor-,1.9627024,5.428334,-6.310422,838,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
harbor,-2.7415614,1.1058112,-0.54524344,839,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
kras,1.7634492,1.6271045,-0.6433253,839,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
meaning,1.396474,1.3554707,7.3420324,839,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
microrna,1.6468853,1.5343071,-1.2257166,839,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wnt,4.893615,1.310327,-4.4962187,839,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
deleterious,-0.28244278,-0.2469209,-3.7888696,840,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
implanted,4.1661644,-2.1215825,-5.074731,840,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
incision,2.2060845,1.6633047,-0.2905546,840,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contribution,-1.7251295,3.4390197,-0.6608998,840,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
done,-3.4707084,-3.770302,-0.6987249,840,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proceeding,-2.0787134,8.326327,-5.194224,841,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accounting,-1.760142,-2.6175296,-3.8017492,841,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
iei,1.2914739,0.113041595,-2.3444095,841,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prove,5.040345,2.1495652,-0.3098683,841,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inborn,-0.24426763,7.518035,0.31770736,841,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1ab,-4.121625,-1.846602,-3.8526409,842,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
initiated,5.2883673,0.72217,0.9689854,842,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dye,-0.8795475,-1.9276078,1.1071501,842,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
israeli,2.280906,7.10925,-2.342329,842,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
virulence,6.3189025,5.3550606,-0.16654725,842,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conduct,-1.5624969,-0.63317454,2.5965524,843,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
confounding,-2.3536386,3.7687414,-4.7033267,843,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
connected,1.6034378,-2.1299353,0.44034043,843,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lymphoid,5.132601,0.9883978,0.8831932,843,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
modelling,6.175617,-2.594107,4.721265,843,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pk,6.1592445,-2.588668,4.708019,844,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tenderness,-4.2768373,3.2887847,2.2054808,844,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
probable,-5.222801,-3.1487756,0.7564225,844,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
returned,-3.1909118,-6.563358,0.4541426,844,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chemistry,-2.1117454,2.363172,-1.2006366,844,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ways,1.8244551,-0.0854136,2.2091494,845,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
indicators,-1.8710257,-0.21578121,-2.7680404,845,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
manifest,0.30200633,5.964718,-7.259948,845,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spectra,0.35075492,2.0584943,-5.8212323,845,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
name,2.9070837,3.2070715,-3.160117,845,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
strength,-2.7647672,0.8820256,-2.618394,846,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
turned,-4.010596,-2.318458,2.889838,846,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hazard,2.900007,3.2292218,-3.4054637,846,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
infrared,-0.16538288,2.7246308,0.64535636,846,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
atr-ftir,2.1943824,-0.08087639,-2.3933125,846,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dates,-1.2886871,0.8154861,-2.2344928,847,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mlrm,5.8295417,3.5437896,-1.8125763,847,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fingerprint,6.2654114,3.2662077,-1.0435307,847,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
breastfeeding,-5.741516,0.7362042,-0.8296667,847,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
triggering,0.65996563,5.488435,-4.6842546,847,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
monoclonal,0.8403344,4.072779,-2.8019211,848,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scans,4.163119,1.7991676,-7.248112,848,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mers,0.14729246,1.2094501,0.4653255,848,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mixture,-1.9260988,2.392696,-1.2629918,848,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sar,0.46970972,1.5666718,-0.7009322,848,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
one-third,2.1495094,-0.88991123,-1.249737,849,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hcov,1.4504089,4.1177,-2.648168,849,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
177,-0.42267427,-0.11095329,-8.644207,849,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biomimetic,5.4011445,1.6312973,-1.7494428,849,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
zoonotic,-5.7838125,-1.7591094,3.0467248,849,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
slides,-0.10901119,-0.13816357,-1.3103803,850,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pseudotyped,4.8823347,1.0132776,-0.6396123,850,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
www,1.8011038,-0.09196092,0.7691006,850,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunosuppressed,-7.060609,-3.9317565,1.040085,850,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
self-collected,1.8462039,1.546276,-2.0165398,850,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
applicable,-2.0956888,6.4386487,-0.09463038,851,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
outputs,-1.7974478,4.595782,0.95772475,851,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paradigm,-6.0061655,2.1653626,3.6102087,851,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sections,-2.1003284,2.1214678,-1.742699,851,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
record,-1.0656937,6.1775413,-3.8436196,851,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
wr-sio2,-2.1973417,2.0214803,2.6321592,852,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
partial,-0.122664966,-7.0939994,-2.6158834,852,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fragment,-2.2144725,2.1656663,2.600743,852,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interrupt,-0.101652406,8.32759,-5.0971937,852,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
border,0.8653594,-2.0008633,1.1827598,852,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
catch,1.0645341,-3.1796706,0.9724118,853,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
96-well,0.26511124,-1.5262612,-1.7335894,853,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vesicular,-2.6291423,-2.8990605,-3.850449,853,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necessity,1.2598114,9.761281,-3.5337536,853,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
begin,-1.1569862,8.172661,-4.4051456,853,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emulation,1.0873219,-1.6797874,-4.1039653,854,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
up-to-date,-1.8325553,-0.9145717,-2.8025482,854,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
virtually,-0.62818754,0.51809007,3.0788505,854,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ivd,1.3784467,6.9167795,1.9649051,854,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heavy,-0.0046077585,6.005233,-3.177726,854,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
italy,-5.1131663,-2.832345,1.0141381,855,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hit,-0.9480638,-3.7568185,-2.55442,855,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
full-length,-4.430313,1.7862159,-1.2378159,855,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
